,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure,south_city
586,1435,44,White,Married,Has been married,15,Not college grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,8.9,40,14,2.25,South & Not central city
587,1436,43,White,Single,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,4.26,40,8,0.92,South & Not central city
588,1437,44,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,13.0,50,9,4.83,Not south & Not central city
589,1441,39,White,Single,Has been married,13,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.64,42,16,2.5,South & Central city
590,1448,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Union,3.66,40,8,2.83,Not south & Not central city
591,1453,39,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,NotMentioned,38.71,40,10,2.75,Not south & Not central city
592,1462,42,Black,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,8.67,50,16,4.33,Not south & Not central city
593,1465,35,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,NotMentioned,6.34,40,15,1.25,Not south & Not central city
594,1469,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Business/Repair svc,Sales,NotMentioned,4.18,15,17,0.67,Not south & Central city
595,1470,36,White,Single,Never married,18,College grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,8.05,50,11,1.5,Not south & Central city
596,1471,35,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,11.72,25,15,12.75,Not south & Not central city
597,1475,36,Black,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,7.75,40,14,0.0,South & Not central city
598,1478,38,White,Married,Has been married,8,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,NotMentioned,3.34,40,6,1.17,Not south & Central city
599,1479,43,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Other,Nonunion,6.63,35,15,13.67,Not south & Central city
600,1480,41,White,Single,Never married,16,College grad,Not south,SMSA,Central city,Transport/Comm/Utility,Managers/Admin,Nonunion,20.64,45,19,9.0,Not south & Central city
601,1482,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,5.1,23,10,4.0,Not south & Central city
602,1484,36,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,16.26,40,14,7.08,Not south & Not central city
603,1486,40,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,4.78,32,14,6.42,Not south & Not central city
604,1490,39,White,Single,Has been married,18,College grad,Not south,Not SMSA,Not central city,Public administration,Managers/Admin,Union,13.16,40,16,1.92,Not south & Not central city
605,1492,39,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Union,12.01,40,14,0.33,Not south & Not central city
606,1494,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,8.05,40,16,16.0,Not south & Not central city
607,1499,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,NotMentioned,4.91,40,14,3.83,Not south & Not central city
608,1500,35,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Service,NotMentioned,2.8,40,12,1.92,South & Central city
609,1505,43,White,Single,Has been married,16,College grad,Not south,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,8.52,40,18,9.5,Not south & Central city
610,1506,38,White,Married,Has been married,13,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,5.28,40,7,1.25,South & Central city
611,1507,40,White,Single,Never married,18,College grad,South,Not SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,10.22,40,14,11.08,South & Not central city
612,1508,35,White,Married,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,10.94,40,15,13.0,Not south & Central city
613,1515,44,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Union,6.23,25,4,2.17,Not south & Not central city
614,1519,44,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Public administration,Sales,NotMentioned,4.6,40,9,0.92,Not south & Not central city
615,1520,41,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Managers/Admin,Nonunion,11.88,43,18,7.17,South & Central city
616,1522,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Business/Repair svc,Sales,NotMentioned,5.43,15,5,0.25,Not south & Central city
617,1523,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,6.44,40,16,12.83,Not south & Central city
618,1525,43,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,NotMentioned,4.41,35,8,0.75,Not south & Not central city
619,1526,42,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Personal services,Transport,Nonunion,3.3,30,2,0.75,Not south & Not central city
620,1529,38,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,6.0,40,17,5.0,Not south & Central city
621,1530,38,White,Single,Has been married,10,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,11.2,28,7,4.0,Not south & Central city
622,1531,36,White,Married,Has been married,10,Not college grad,Not south,SMSA,Central city,Manufacturing,Clerical/Unskilled,Nonunion,2.3,35,4,1.42,Not south & Central city
623,1540,39,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Professional/Technical,NotMentioned,9.2,16,14,5.58,South & Central city
624,1542,43,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,4.39,40,15,4.42,Not south & Central city
625,1543,43,White,Married,Has been married,18,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Union,10.45,40,7,3.83,Not south & Not central city
626,1545,38,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,4.42,7,11,1.33,Not south & Central city
627,1557,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,5.61,40,14,0.75,Not south & Not central city
628,1558,36,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,4.89,40,13,5.83,South & Central city
629,1559,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Union,6.71,40,17,9.58,Not south & Not central city
630,1561,35,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,7.8,40,11,10.58,Not south & Not central city
631,1562,42,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,6.22,55,16,4.25,South & Central city
632,1563,39,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,Union,6.71,60,13,2.75,Not south & Central city
633,1564,41,White,Single,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,6.16,40,13,6.92,South & Central city
634,1565,39,White,Single,Has been married,13,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,12.38,45,15,1.42,Not south & Not central city
635,1566,39,Black,Single,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Nonunion,4.03,40,11,3.75,Not south & Not central city
636,1572,40,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Sales,NotMentioned,4.83,40,16,9.17,Not south & Not central city
637,1577,41,Black,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Personal services,Sales,Nonunion,3.29,24,6,0.0,Not south & Central city
638,1578,37,Black,Single,Has been married,14,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,NotMentioned,38.71,40,13,1.58,South & Central city
639,1580,38,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,NotMentioned,5.85,50,4,1.25,Not south & Not central city
640,1582,40,Black,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,Union,15.1,40,14,8.75,Not south & Central city
641,1583,39,Black,Married,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Other,Nonunion,6.63,35,16,9.75,Not south & Central city
642,1585,36,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,NotMentioned,4.7,40,8,0.67,Not south & Not central city
643,1588,43,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Ag/Forestry/Fisheries,Sales,Nonunion,4.03,24,10,0.17,Not south & Not central city
644,1591,36,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,Nonunion,6.26,42,9,1.58,Not south & Not central city
645,1595,41,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,7.54,38,15,7.42,Not south & Not central city
646,1596,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Nonunion,5.41,32,21,20.58,Not south & Central city
647,1598,44,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.4,36,8,2.08,Not south & Not central city
648,1599,42,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,12.38,50,18,11.17,South & Not central city
649,1600,42,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Personal services,Operatives,Nonunion,3.62,53,15,3.42,Not south & Not central city
650,1603,45,White,Married,Has been married,7,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.71,38,4,1.75,Not south & Not central city
651,1604,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,3.7,40,7,3.58,Not south & Central city
652,1607,39,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Construction,Sales,Nonunion,8.05,38,16,1.33,Not south & Not central city
653,1613,38,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.67,20,9,2.83,Not south & Not central city
654,1614,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Entertainment/Rec svc,Sales,Nonunion,3.34,40,3,1.0,South & Central city
655,1616,40,White,Married,Has been married,15,Not college grad,Not south,Not SMSA,Not central city,Professional services,Other,Nonunion,7.0,22,10,6.42,Not south & Not central city
656,1618,34,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.75,40,10,9.58,Not south & Not central city
657,1620,45,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,NotMentioned,2.49,5,9,0.0,Not south & Not central city
658,1622,37,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,3.31,20,14,1.58,Not south & Not central city
659,1623,41,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.55,40,10,6.0,Not south & Not central city
660,1624,39,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,10.73,15,11,2.42,Not south & Not central city
661,1625,37,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,,Professional/Technical,Nonunion,6.09,40,9,0.83,Not south & Not central city
662,1626,35,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.99,45,16,10.25,Not south & Not central city
663,1628,35,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Union,6.69,10,8,2.0,Not south & Not central city
